protein	annotation	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	C30_planktonic_1 Spectral Count	C30_planktonic_2 Spectral Count	C30_planktonic_3 Spectral Count	C30_secreted_1 Spectral Count	C30_secreted_2 Spectral Count	C30_secreted_3 Spectral Count	LMWPE_biofilm_1 Spectral Count	LMWPE_biofilm_2 Spectral Count	LMWPE_biofilm_3 Spectral Count	LMWPE_planktonic_1 Spectral Count	LMWPE_planktonic_2 Spectral Count	LMWPE_planktonic_3 Spectral Count	LMWPE_secreted_1 Spectral Count	LMWPE_secreted_2 Spectral Count	LMWPE_secreted_3 Spectral Count	Succinate_planktonic_1 Spectral Count	Succinate_planktonic_2 Spectral Count	Succinate_planktonic_3 Spectral Count	C30_planktonic_1 Unique Spectral Count	C30_planktonic_2 Unique Spectral Count	C30_planktonic_3 Unique Spectral Count	C30_secreted_1 Unique Spectral Count	C30_secreted_2 Unique Spectral Count	C30_secreted_3 Unique Spectral Count	LMWPE_biofilm_1 Unique Spectral Count	LMWPE_biofilm_2 Unique Spectral Count	LMWPE_biofilm_3 Unique Spectral Count	LMWPE_planktonic_1 Unique Spectral Count	LMWPE_planktonic_2 Unique Spectral Count	LMWPE_planktonic_3 Unique Spectral Count	LMWPE_secreted_1 Unique Spectral Count	LMWPE_secreted_2 Unique Spectral Count	LMWPE_secreted_3 Unique Spectral Count	Succinate_planktonic_1 Unique Spectral Count	Succinate_planktonic_2 Unique Spectral Count	Succinate_planktonic_3 Unique Spectral Count	C30_planktonic_1 Total Spectral Count	C30_planktonic_2 Total Spectral Count	C30_planktonic_3 Total Spectral Count	C30_secreted_1 Total Spectral Count	C30_secreted_2 Total Spectral Count	C30_secreted_3 Total Spectral Count	LMWPE_biofilm_1 Total Spectral Count	LMWPE_biofilm_2 Total Spectral Count	LMWPE_biofilm_3 Total Spectral Count	LMWPE_planktonic_1 Total Spectral Count	LMWPE_planktonic_2 Total Spectral Count	LMWPE_planktonic_3 Total Spectral Count	LMWPE_secreted_1 Total Spectral Count	LMWPE_secreted_2 Total Spectral Count	LMWPE_secreted_3 Total Spectral Count	Succinate_planktonic_1 Total Spectral Count	Succinate_planktonic_2 Total Spectral Count	Succinate_planktonic_3 Total Spectral Count	C30_planktonic_1 Intensity	C30_planktonic_2 Intensity	C30_planktonic_3 Intensity	C30_secreted_1 Intensity	C30_secreted_2 Intensity	C30_secreted_3 Intensity	LMWPE_biofilm_1 Intensity	LMWPE_biofilm_2 Intensity	LMWPE_biofilm_3 Intensity	LMWPE_planktonic_1 Intensity	LMWPE_planktonic_2 Intensity	LMWPE_planktonic_3 Intensity	LMWPE_secreted_1 Intensity	LMWPE_secreted_2 Intensity	LMWPE_secreted_3 Intensity	Succinate_planktonic_1 Intensity	Succinate_planktonic_2 Intensity	Succinate_planktonic_3 Intensity	C30_planktonic_1 MaxLFQ Intensity	C30_planktonic_2 MaxLFQ Intensity	C30_planktonic_3 MaxLFQ Intensity	C30_secreted_1 MaxLFQ Intensity	C30_secreted_2 MaxLFQ Intensity	C30_secreted_3 MaxLFQ Intensity	LMWPE_biofilm_1 MaxLFQ Intensity	LMWPE_biofilm_2 MaxLFQ Intensity	LMWPE_biofilm_3 MaxLFQ Intensity	LMWPE_planktonic_1 MaxLFQ Intensity	LMWPE_planktonic_2 MaxLFQ Intensity	LMWPE_planktonic_3 MaxLFQ Intensity	LMWPE_secreted_1 MaxLFQ Intensity	LMWPE_secreted_2 MaxLFQ Intensity	LMWPE_secreted_3 MaxLFQ Intensity	Succinate_planktonic_1 MaxLFQ Intensity	Succinate_planktonic_2 MaxLFQ Intensity	Succinate_planktonic_3 MaxLFQ Intensity	Indistinguishable Proteins
MAG107_contig_30_4443	"MAG107_contig_30_4443 rank: C; small subunit ribosomal protein S18 (db=kegg)"	"MAG107_contig_30_4443 rank: C; small subunit ribosomal protein S18 (db=kegg)"		75			"MAG107_contig_30_4443 rank: C; small subunit ribosomal protein S18 (db=kegg)"	1.0	0.999	5	791	791	791	5	5	6	55	80	60	89	79	81	36	37	36	24	22	26	50	42	43	5	5	6	55	80	60	89	79	81	36	37	36	24	22	26	50	42	43	5	5	6	55	80	60	89	79	81	36	37	36	24	22	26	50	42	43	1407997.6	1346337.4	1100355.8	7047669.0	7564628.5	7322145.0	6941782.0	5985717.5	6304228.0	2700092.0	2447907.5	3143920.2	2639164.8	2095441.2	1973487.6	2680300.8	2487718.8	2669908.2	725405.25	649683.1	482373.9	2457904.2	2554922.5	3073399.5	3118792.5	2738012.0	2840479.2	1412339.5	1360416.0	1741336.4	989907.2	1243737.6	885239.3	1441186.6	1273155.6	1465685.0	
MAG107_contig_30_4444	"MAG107_contig_30_4444 rank: C; large subunit ribosomal protein L9 (db=kegg)"	"MAG107_contig_30_4444 rank: C; large subunit ribosomal protein L9 (db=kegg)"		148			"MAG107_contig_30_4444 rank: C; large subunit ribosomal protein L9 (db=kegg)"	1.0	0.999	11	2006	2006	2006	32	18	18	19	10	11	164	96	162	126	150	157	140	96	137	177	210	201	32	18	18	19	10	11	164	96	162	126	150	157	140	96	137	177	210	201	32	18	18	19	10	11	164	96	162	126	150	157	140	96	137	177	210	201	5320614.5	3772994.0	3646270.8	938778.6	526409.0	650436.6	1.5466131E7	7673987.5	1.3311751E7	1.4592405E7	1.5938191E7	1.5968937E7	1.0812401E7	8824345.0	1.3769483E7	1.6038524E7	1.5020839E7	1.6094603E7	1541093.5	1123532.1	924142.4	299044.28	184834.44	223684.25	4624655.5	2415149.8	4200837.0	4635192.5	4888792.0	4933435.5	3990732.0	3268762.8	4651089.0	4955248.0	4656851.5	4981867.0	
MAG107_contig_30_4445	"MAG107_contig_30_4445 rank: C; replicative DNA helicase [EC:5.6.2.3] (db=kegg)"	"MAG107_contig_30_4445 rank: C; replicative DNA helicase [EC:5.6.2.3] (db=kegg)"		481			"MAG107_contig_30_4445 rank: C; replicative DNA helicase [EC:5.6.2.3] (db=kegg)"	1.0	0.999	18	198	198	198	1	0	0	1	0	0	19	25	23	20	21	15	1	1	0	25	13	23	1	0	0	1	0	0	19	25	23	20	21	15	1	1	0	25	13	23	1	0	0	1	0	0	19	25	23	20	21	15	1	1	0	25	13	23	103032.95	0.0	0.0	0.0	0.0	0.0	510235.38	748633.56	599598.44	332802.97	1185199.4	370177.56	46253.73	3833.5312	0.0	568446.75	476227.44	561201.4	0.0	0.0	0.0	0.0	0.0	0.0	150279.05	157454.62	171673.8	127905.59	116743.664	107346.86	0.0	0.0	0.0	147907.27	139793.28	142016.72	
MAG107_contig_30_4446	"MAG107_contig_30_4446 rank: D; Domain of unknown function (DUF4259) [PF14078.10] (db=pfam)"	"MAG107_contig_30_4446 rank: D; Domain of unknown function (DUF4259) [PF14078.10] (db=pfam)"		140			"MAG107_contig_30_4446 rank: D; Domain of unknown function (DUF4259) [PF14078.10] (db=pfam)"	0.9983	0.999	2	95	95	95	2	2	5	0	0	0	2	0	2	8	5	4	13	5	13	11	10	8	2	2	5	0	0	0	2	0	2	8	5	4	13	5	13	11	10	8	2	2	5	0	0	0	2	0	2	8	5	4	13	5	13	11	10	8	104925.85	82808.49	104008.84	0.0	0.0	0.0	20533.703	0.0	25326.871	135874.23	291946.44	372523.75	357869.38	445587.38	536576.0	182356.42	487190.88	831509.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	76286.1	197834.23	240567.02	240185.77	296172.44	366311.9	0.0	337270.6	488291.34	
MAG107_contig_30_4447	"MAG107_contig_30_4447 rank: C; alanine racemase [EC:5.1.1.1] (db=kegg)"	"MAG107_contig_30_4447 rank: C; alanine racemase [EC:5.1.1.1] (db=kegg)"		357			"MAG107_contig_30_4447 rank: C; alanine racemase [EC:5.1.1.1] (db=kegg)"	1.0	0.999	16	301	301	301	7	9	6	4	4	2	17	14	13	19	21	6	27	32	40	20	25	27	7	9	6	4	4	2	17	14	13	19	21	6	27	32	40	20	25	27	7	9	6	4	4	2	17	14	13	19	21	6	27	32	40	20	25	27	746254.6	754784.6	493770.78	75027.664	38182.88	50393.78	188955.94	152571.69	168777.52	256385.78	222982.94	128387.27	690850.7	697717.8	1141198.9	334305.53	415157.4	359685.47	154871.77	162517.3	291811.47	117354.72	0.0	66530.27	45322.254	50127.105	47036.25	53845.902	52062.33	49206.37	164648.25	173795.83	239064.39	73517.37	77435.56	77782.39	
MAG107_contig_30_4448	"MAG107_contig_30_4448 rank: D; Sensors of blue-light using FAD [PF04940.16] (db=pfam)"	"MAG107_contig_30_4448 rank: D; Sensors of blue-light using FAD [PF04940.16] (db=pfam)"		142			"MAG107_contig_30_4448 rank: D; Sensors of blue-light using FAD [PF04940.16] (db=pfam)"	1.0	0.999	5	26	26	26	0	0	0	0	0	0	4	2	2	5	0	0	0	0	0	4	4	3	0	0	0	0	0	0	4	2	2	5	0	0	0	0	0	4	4	3	0	0	0	0	0	0	4	2	2	5	0	0	0	0	0	4	4	3	0.0	0.0	0.0	0.0	0.0	0.0	28476.896	16246.179	16938.654	50793.215	0.0	0.0	0.0	0.0	0.0	47041.543	59075.89	93162.234	0.0	0.0	0.0	0.0	0.0	0.0	17907.102	0.0	0.0	25540.719	0.0	0.0	0.0	0.0	0.0	34926.293	28943.72	39939.805	
MAG107_contig_30_4449	"MAG107_contig_30_4449 rank: C; putative proteasome-type protease (db=kegg)"	"MAG107_contig_30_4449 rank: C; putative proteasome-type protease (db=kegg)"		244			"MAG107_contig_30_4449 rank: C; putative proteasome-type protease (db=kegg)"	1.0	0.999	13	306	306	306	11	8	13	7	8	11	21	29	31	22	28	26	9	8	5	15	17	20	11	8	13	7	8	11	21	29	31	22	28	26	9	8	5	15	17	20	11	8	13	7	8	11	21	29	31	22	28	26	9	8	5	15	17	20	893121.25	550924.25	909277.0	516066.88	379803.6	492655.78	686847.9	860702.6	804113.0	960625.44	1353547.5	803804.75	253305.16	204532.95	269054.66	617877.9	600967.6	581273.94	238967.11	165583.77	204245.38	152939.77	136478.47	204138.75	141513.0	144562.66	162563.53	197009.36	211769.38	189549.33	113831.76	87380.5	131001.8	142715.89	139404.33	122702.23	
MAG107_contig_30_445	MAG107_contig_30_445 rank: E	MAG107_contig_30_445 rank: E		57			MAG107_contig_30_445 rank: E	0.9999	0.999	3	56	56	56	0	0	0	0	4	1	2	3	4	2	3	1	7	9	4	3	4	6	0	0	0	0	4	1	2	3	4	2	3	1	7	9	4	3	4	6	0	0	0	0	4	1	2	3	4	2	3	1	7	9	4	3	4	6	0.0	0.0	0.0	0.0	52706.457	22470.572	17528.86	50323.477	36411.168	61043.71	35600.668	41569.332	62170.695	58509.637	93469.66	62397.57	67179.42	103475.59	0.0	0.0	0.0	0.0	29365.85	0.0	0.0	27307.42	20340.385	40235.91	0.0	0.0	35162.94	33519.49	53539.49	44571.207	47526.363	46369.805	
MAG107_contig_30_4451	"MAG107_contig_30_4451 rank: D; A predicted alpha-helical domain with a conserved ER motif. [PF04168.16] (db=pfam)"	"MAG107_contig_30_4451 rank: D; A predicted alpha-helical domain with a conserved ER motif. [PF04168.16] (db=pfam)"		202			"MAG107_contig_30_4451 rank: D; A predicted alpha-helical domain with a conserved ER motif. [PF04168.16] (db=pfam)"	1.0	0.999	4	65	65	65	0	0	0	0	0	0	5	7	13	3	5	4	0	0	1	7	8	7	0	0	0	0	0	0	5	7	13	3	5	4	0	0	1	7	8	7	0	0	0	0	0	0	5	7	13	3	5	4	0	0	1	7	8	7	0.0	0.0	0.0	0.0	0.0	0.0	145069.34	196119.34	160749.16	36912.273	100690.59	72029.08	0.0	0.0	17996.1	142821.48	153180.05	167863.3	0.0	0.0	0.0	0.0	0.0	0.0	50524.29	56146.51	53961.715	0.0	35772.223	38504.266	0.0	0.0	0.0	48778.203	53575.164	56945.97	
MAG107_contig_30_4452	"MAG107_contig_30_4452 rank: D; Circularly permuted ATP-grasp type 2 [PF14403.10]; A circularly permuted ATPgrasp [PF04174.17] (db=pfam)"	"MAG107_contig_30_4452 rank: D; Circularly permuted ATP-grasp type 2 [PF14403.10]; A circularly permuted ATPgrasp [PF04174.17] (db=pfam)"		533			"MAG107_contig_30_4452 rank: D; Circularly permuted ATP-grasp type 2 [PF14403.10]; A circularly permuted ATPgrasp [PF04174.17] (db=pfam)"	1.0	0.999	10	28	28	28	0	0	0	1	1	2	5	6	6	1	1	1	0	2	0	0	1	0	0	0	0	1	1	2	5	6	6	1	1	1	0	2	0	0	1	0	0	0	0	1	1	2	5	6	6	1	1	1	0	2	0	0	1	0	0.0	0.0	0.0	0.0	109095.48	51883.57	47914.84	50747.18	41380.25	11095.111	6646.9824	0.0	0.0	128673.32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17015.12	18719.39	18318.46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
MAG107_contig_30_4453	"MAG107_contig_30_4453 rank: D; WYL domain [PF13280.10] (db=pfam)"	"MAG107_contig_30_4453 rank: D; WYL domain [PF13280.10] (db=pfam)"		331			"MAG107_contig_30_4453 rank: D; WYL domain [PF13280.10] (db=pfam)"	1.0	0.999	15	411	411	411	13	12	13	13	11	4	43	37	34	36	29	36	11	13	14	24	18	30	13	12	13	13	11	4	43	37	34	36	29	36	11	13	14	24	18	30	13	12	13	13	11	4	43	37	34	36	29	36	11	13	14	24	18	30	833145.0	696226.56	959159.06	486509.1	422762.6	362085.88	2516452.0	2449368.8	2448768.0	1203023.9	1139405.1	1112732.4	231950.67	148444.36	283264.2	836097.0	766823.3	807206.1	259276.78	232936.92	304210.03	182358.94	305065.88	228978.2	517045.88	509541.72	498646.1	259193.75	261988.94	239190.27	67333.3	64038.297	85329.06	186341.39	173982.17	195419.66	
MAG107_contig_30_4454	MAG107_contig_30_4454 rank: E	MAG107_contig_30_4454 rank: E		318			MAG107_contig_30_4454 rank: E	1.0	0.999	14	451	451	451	7	7	3	37	42	43	12	12	17	15	10	11	50	47	54	23	26	21	7	7	3	37	42	43	12	12	17	15	10	11	50	47	54	23	26	21	7	7	3	37	42	43	12	12	17	15	10	11	50	47	54	23	26	21	191045.64	286779.7	137901.31	2091255.2	2018998.8	2012890.4	306063.75	271028.72	284362.28	176517.9	157757.66	209261.95	2335744.5	1934243.6	2107228.2	578455.56	465519.38	658078.25	93063.125	141695.38	130769.97	466304.7	482914.66	467183.84	91387.555	95424.46	100938.4	74518.04	71183.36	90854.78	538817.2	446675.9	559092.6	171585.86	150772.53	212694.16	
MAG107_contig_30_4455	"MAG107_contig_30_4455 rank: D; ADP-ribosylglycohydrolase [PF03747.18] (db=pfam)"	"MAG107_contig_30_4455 rank: D; ADP-ribosylglycohydrolase [PF03747.18] (db=pfam)"		312			"MAG107_contig_30_4455 rank: D; ADP-ribosylglycohydrolase [PF03747.18] (db=pfam)"	1.0	0.999	8	116	116	116	3	0	0	7	4	1	7	9	5	6	10	8	4	3	6	8	14	16	3	0	0	7	4	1	7	9	5	6	10	8	4	3	6	8	14	16	3	0	0	7	4	1	7	9	5	6	10	8	4	3	6	8	14	16	70463.55	0.0	0.0	107088.95	103419.28	33838.5	121023.984	165381.94	84317.13	97006.34	126397.48	109819.52	64982.074	83320.34	94216.4	156519.22	213544.4	175177.19	49621.695	0.0	0.0	64642.6	74119.6	0.0	31070.861	32807.273	32249.37	47046.426	42615.656	41471.504	52866.777	48029.27	57312.39	38954.668	46629.92	47490.49	
MAG107_contig_30_4456	"MAG107_contig_30_4456 rank: C; tRNA uridine 5-carboxymethylaminomethyl modification enzyme (db=kegg)"	"MAG107_contig_30_4456 rank: C; tRNA uridine 5-carboxymethylaminomethyl modification enzyme (db=kegg)"		626			"MAG107_contig_30_4456 rank: C; tRNA uridine 5-carboxymethylaminomethyl modification enzyme (db=kegg)"	1.0	0.999	26	406	406	406	2	1	1	6	1	2	41	40	45	27	32	34	10	4	1	46	52	44	2	1	1	6	1	2	41	40	45	27	32	34	10	4	1	46	52	44	2	1	1	6	1	2	41	40	45	27	32	34	10	4	1	46	52	44	253022.02	94108.414	70104.12	59938.504	18761.03	29335.426	1545974.5	1514477.2	1250619.5	649434.2	581512.06	477853.28	146104.6	77470.55	16887.018	1836583.1	1901371.5	1578757.8	147078.72	0.0	0.0	68781.41	0.0	55454.63	89512.26	97991.1	98558.0	54764.23	44856.39	43891.316	103612.97	107710.67	0.0	130750.586	135358.38	104723.38	
MAG107_contig_30_4458	MAG107_contig_30_4458 rank: E	MAG107_contig_30_4458 rank: E		141			MAG107_contig_30_4458 rank: E	1.0	0.999	6	371	371	371	38	27	35	27	22	11	19	30	19	9	11	8	24	28	18	12	16	8	38	27	35	27	22	11	19	30	19	9	11	8	24	28	18	12	16	8	38	27	35	27	22	11	19	30	19	9	11	8	24	28	18	12	16	8	2047682.2	2241460.0	2243455.2	822398.4	603567.7	470804.7	450716.75	987018.3	547324.9	280463.34	251727.22	319977.8	851488.06	945378.4	613319.2	180115.19	224593.55	213710.39	1175545.9	1325918.5	1366086.2	435941.12	335727.16	265353.0	243721.69	487932.28	294365.06	168251.52	151754.0	196763.16	488043.97	558029.8	368641.1	82967.6	104588.9	110763.336	
MAG107_contig_30_4459	"MAG107_contig_30_4459 rank: C; bile acid:Na+ symporter, BASS family (db=kegg)"	"MAG107_contig_30_4459 rank: C; bile acid:Na+ symporter, BASS family (db=kegg)"		291			"MAG107_contig_30_4459 rank: C; bile acid:Na+ symporter, BASS family (db=kegg)"	0.9983	0.999	2	32	32	32	0	0	0	5	4	4	3	5	4	1	1	0	1	2	1	0	0	0	0	0	0	5	4	4	3	5	4	1	1	0	1	2	1	0	0	0	0	0	0	5	4	4	3	5	4	1	1	0	1	2	1	0	0	0	0.0	0.0	0.0	452326.78	536676.0	1011132.5	77610.92	101071.06	51932.57	26853.496	19158.494	0.0	48913.46	43735.996	47654.434	0.0	0.0	0.0	0.0	0.0	0.0	355822.88	496657.1	678322.94	74677.6	79521.6	48220.79	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
MAG107_contig_30_446	"MAG107_contig_30_446 rank: C; ribonuclease G [EC:3.1.26.-] (db=kegg)"	"MAG107_contig_30_446 rank: C; ribonuclease G [EC:3.1.26.-] (db=kegg)"		484			"MAG107_contig_30_446 rank: C; ribonuclease G [EC:3.1.26.-] (db=kegg)"	1.0	0.999	25	712	712	712	31	18	35	13	17	14	70	71	56	57	54	61	19	16	23	51	39	33	31	18	35	13	17	14	70	71	56	57	54	61	19	16	23	51	39	33	31	18	35	13	17	14	70	71	56	57	54	61	19	16	23	51	39	33	1156134.8	820252.44	1113885.5	464391.84	414987.03	366764.03	2697722.8	2593622.5	2512833.0	4145020.5	1590260.5	1549111.4	424782.28	316366.5	626963.25	1449746.6	1333346.4	993026.5	190106.84	182196.89	193529.42	138183.06	145485.23	143667.89	334875.2	313482.97	308583.28	210957.58	216006.08	220555.06	109731.195	92551.38	131629.39	183152.19	170391.3	158587.44	
MAG107_contig_30_4460	"MAG107_contig_30_4460 rank: C; ribosomal protein L11 methyltransferase [EC:2.1.1.-] (db=kegg)"	"MAG107_contig_30_4460 rank: C; ribosomal protein L11 methyltransferase [EC:2.1.1.-] (db=kegg)"		300			"MAG107_contig_30_4460 rank: C; ribosomal protein L11 methyltransferase [EC:2.1.1.-] (db=kegg)"	1.0	0.999	14	396	396	396	22	19	16	13	7	14	24	17	20	25	21	20	29	21	25	22	28	31	22	19	16	13	7	14	24	17	20	25	21	20	29	21	25	22	28	31	22	19	16	13	7	14	24	17	20	25	21	20	29	21	25	22	28	31	931907.25	820927.5	746811.75	261038.5	208570.31	519287.44	981957.75	941354.3	970323.8	1203092.2	958399.56	916802.94	1057639.9	1021192.6	1136195.5	1144937.1	1423111.2	1483513.6	152738.55	151209.17	158826.81	89532.98	96222.23	86774.24	156206.27	141475.53	169384.81	155909.88	164057.14	154242.95	186820.34	177883.12	199391.39	203642.72	240112.05	246907.38	
MAG107_contig_30_4461	"MAG107_contig_30_4461 rank: D; Protein of unknown function (DUF3426) [PF11906.12]; zinc-ribbon domain [PF13719.10]; zinc-ribbon domain [PF13717.10] (db=pfam)"	"MAG107_contig_30_4461 rank: D; Protein of unknown function (DUF3426) [PF11906.12]; zinc-ribbon domain [PF13719.10]; zinc-ribbon domain [PF13717.10] (db=pfam)"		286			"MAG107_contig_30_4461 rank: D; Protein of unknown function (DUF3426) [PF11906.12]; zinc-ribbon domain [PF13719.10]; zinc-ribbon domain [PF13717.10] (db=pfam)"	1.0	0.999	8	123	123	123	9	5	6	9	10	8	7	12	5	7	5	8	0	0	0	7	10	8	9	5	6	9	10	8	7	12	5	7	5	8	0	0	0	7	10	8	9	5	6	9	10	8	7	12	5	7	5	8	0	0	0	7	10	8	4271385.0	5210776.5	4690229.5	1292357.6	1222794.1	818229.4	68100.64	114642.57	69965.41	93887.44	50916.656	88949.05	0.0	0.0	0.0	72403.484	137800.34	93176.586	198587.53	0.0	230385.58	218444.11	256112.5	197257.64	81455.64	84248.39	76370.46	81804.67	105359.77	105257.3	0.0	0.0	0.0	92023.78	96905.36	88776.18	
MAG107_contig_30_4462	"MAG107_contig_30_4462 rank: C; Fis family transcriptional regulator, factor for inversion stimulation protein (db=kegg)"	"MAG107_contig_30_4462 rank: C; Fis family transcriptional regulator, factor for inversion stimulation protein (db=kegg)"		89			"MAG107_contig_30_4462 rank: C; Fis family transcriptional regulator, factor for inversion stimulation protein (db=kegg)"	0.9983	0.999	3	32	32	32	0	0	0	1	0	0	5	4	3	0	1	1	0	0	2	5	4	6	0	0	0	1	0	0	5	4	3	0	1	1	0	0	2	5	4	6	0	0	0	1	0	0	5	4	3	0	1	1	0	0	2	5	4	6	0.0	0.0	0.0	0.0	0.0	0.0	120645.67	293893.5	228942.05	0.0	29609.494	45926.438	0.0	0.0	27357.627	185530.5	160694.44	156867.2	0.0	0.0	0.0	0.0	0.0	0.0	86956.5	208913.02	163355.48	0.0	0.0	0.0	0.0	0.0	11923.932	120557.12	112488.57	110114.95	
MAG107_contig_30_4463	"MAG107_contig_30_4463 rank: C; phosphoribosylaminoimidazolecarboxamide formyltransferase / IMP cyclohydrolase [EC:2.1.2.3 3.5.4.10] (db=kegg)"	"MAG107_contig_30_4463 rank: C; phosphoribosylaminoimidazolecarboxamide formyltransferase / IMP cyclohydrolase [EC:2.1.2.3 3.5.4.10] (db=kegg)"		524			"MAG107_contig_30_4463 rank: C; phosphoribosylaminoimidazolecarboxamide formyltransferase / IMP cyclohydrolase [EC:2.1.2.3 3.5.4.10] (db=kegg)"	1.0	0.999	28	1776	1776	1776	57	54	57	33	15	28	145	129	129	144	135	123	98	90	107	116	126	104	57	54	57	33	15	28	145	129	129	144	135	123	98	90	107	116	126	104	57	54	57	33	15	28	145	129	129	144	135	123	98	90	107	116	126	104	4551867.5	3756109.5	4410676.0	923616.94	606999.5	664683.06	7079875.5	6622520.0	6440080.0	6392434.0	6411113.5	6211083.5	5901833.5	4965718.0	6605672.5	5671225.0	5553468.5	5514311.0	539289.6	504477.44	510310.5	253922.61	212545.7	184301.72	639414.94	619447.3	601648.4	571711.8	628034.44	589373.44	725143.56	620455.4	692591.2	542100.06	534745.8	540463.5	
MAG107_contig_30_4464	"MAG107_contig_30_4464 rank: C; phosphoribosylamine---glycine ligase [EC:6.3.4.13] (db=kegg)"	"MAG107_contig_30_4464 rank: C; phosphoribosylamine---glycine ligase [EC:6.3.4.13] (db=kegg)"		427			"MAG107_contig_30_4464 rank: C; phosphoribosylamine---glycine ligase [EC:6.3.4.13] (db=kegg)"	1.0	0.999	27	2400	2400	2400	64	55	59	26	17	11	193	171	188	147	142	127	142	121	171	201	219	248	64	55	59	26	17	11	193	171	188	147	142	127	142	121	171	201	219	248	64	55	59	26	17	11	193	171	188	147	142	127	142	121	171	201	219	248	5664548.0	4681176.5	4607721.0	6815155.5	407680.88	333769.2	7747565.5	7591684.0	8969386.0	7999035.0	7357483.0	7184974.5	7452647.0	7002170.0	9444187.0	9646972.0	1.0621926E7	1.2089569E7	720475.9	661516.4	659872.8	280241.5	177762.39	219052.8	792538.94	781886.8	861982.25	802964.8	884694.0	881308.8	958275.75	981621.0	1170362.8	1142851.5	1117564.0	1234524.2	
MAG107_contig_30_4465	"MAG107_contig_30_4465 rank: C; serine hydrolase [EC:3.-.-.-] (db=kegg)"	"MAG107_contig_30_4465 rank: C; serine hydrolase [EC:3.-.-.-] (db=kegg)"		220			"MAG107_contig_30_4465 rank: C; serine hydrolase [EC:3.-.-.-] (db=kegg)"	1.0	0.999	5	44	44	44	0	0	0	0	0	0	0	0	0	0	1	1	7	10	10	3	8	4	0	0	0	0	0	0	0	0	0	0	1	1	7	10	10	3	8	4	0	0	0	0	0	0	0	0	0	0	1	1	7	10	10	3	8	4	0.0	0.0	0.0	0.0	0.0	0.0	4317.653	0.0	0.0	0.0	25003.49	14627.828	171319.12	237049.22	319580.34	86467.33	89260.37	118508.81	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18109.18	0.0	57843.402	68420.984	83487.875	34633.18	39014.652	36441.566	
MAG107_contig_30_4466	"MAG107_contig_30_4466 rank: C; D-methionine transport system substrate-binding protein (db=kegg)"	"MAG107_contig_30_4466 rank: C; D-methionine transport system substrate-binding protein (db=kegg)"		290			"MAG107_contig_30_4466 rank: C; D-methionine transport system substrate-binding protein (db=kegg)"	1.0	0.999	22	2044	2044	2044	94	112	96	71	73	75	30	20	24	160	162	185	84	104	113	181	158	181	94	112	96	71	73	75	30	20	24	160	162	185	84	104	113	181	158	181	94	112	96	71	73	75	30	20	24	160	162	185	84	104	113	181	158	181	1.1212204E7	1.4016668E7	1.2315033E7	4584007.5	4538024.0	4679187.5	1386464.8	1067890.8	1155894.9	1.0044066E7	1.0755897E7	1.1054331E7	5596731.5	5676673.0	6989656.0	9767230.0	8189587.0	9699583.0	1907525.9	2353497.8	2034124.2	779901.44	824598.7	824105.9	179164.4	127033.59	152423.73	1642718.5	1717045.5	1834390.9	1011796.56	979575.0	1238610.5	1450158.0	1331946.4	1392092.9	
MAG107_contig_30_4467	"MAG107_contig_30_4467 rank: C; D-methionine transport system ATP-binding protein (db=kegg)"	"MAG107_contig_30_4467 rank: C; D-methionine transport system ATP-binding protein (db=kegg)"		341			"MAG107_contig_30_4467 rank: C; D-methionine transport system ATP-binding protein (db=kegg)"	1.0	0.999	11	380	380	380	4	7	2	23	28	22	27	28	23	30	31	31	7	10	5	24	30	29	4	7	2	23	28	22	27	28	23	30	31	31	7	10	5	24	30	29	4	7	2	23	28	22	27	28	23	30	31	31	7	10	5	24	30	29	101179.05	88237.69	69957.29	1331540.6	1624267.8	1323077.8	713038.75	767567.9	896367.0	1012694.06	1127858.1	1316644.6	185937.9	116207.05	144091.95	774072.1	643265.56	605855.9	88059.19	0.0	0.0	330829.97	378502.2	342520.0	155695.17	152561.38	184911.66	181997.47	232355.17	261984.08	93695.81	124155.53	91721.78	168498.25	155017.69	137826.66	
